x,y,th1,th2,th3,xdot,ydot,th1dot,th2dot,th3dot
-0.68137690919076,2.120444377971548,1.3763189865602508,0.6450844101669371,0.6215563282092735,0.015266705063813064,0.008502438916094058,-0.00438765288764402,-0.004465919505953722,-0.0036590650053315715
0.601944420601754,-0.5645057710269971,-1.2920872454553485,2.3389218066759874,-2.9719686655157447,-0.008157062317174994,-0.0053777818598480884,-0.010671686470442511,0.0014274618771424191,-0.0033400264018188883
0.7209331254400335,1.6712663365976457,0.724549929838489,0.37086049776200714,1.8051518545905525,9.360563341484736e-5,0.003049808773935849,0.0054468697480464685,-0.00939714636075747,0.0023455406623638445
0.8370599091037325,-0.7113780047355127,0.8853816263698011,-2.3011399060029007,-0.05557792668038264,-0.016712398638466876,0.007089662997855011,0.01261990381297062,-0.016307526385284984,-0.0029435988957633805
-0.18182299849430444,-2.283372647997927,-1.7821315014624663,0.5805657875381671,-1.0979447531146245,0.0075621019427612925,0.002120067611659636,0.012775694721518932,-0.01244049982447119,-0.014388117552293475
0.9290948397006404,0.7435998972558333,1.2586087105485246,-1.1297433217440442,-2.5320031001110546,-0.005200703786924598,0.011777856540512896,0.010288348924929781,0.005773135934234692,0.00370953454368482
-0.6249035682463271,1.2293910721679282,1.7305694897019208,0.7158492914912746,2.914814638417382,0.013378193583229354,0.0034164532861237135,-0.01613752027138215,0.006265177616634358,-0.012410303381387405
0.39691694703157315,0.8664812246198133,-0.5992940492572476,2.3952019847899937,0.1986627123566973,-0.014997064149359337,0.001991798457901372,0.009077188371728464,0.0074182993172150595,-0.007636125124212686
-0.3408265562852367,-2.255980065828556,-1.3922591942845102,-0.8502051871505363,0.8809440520287213,-0.01655354661025248,0.003989735365827817,-0.0020749712110623778,-0.007360480500784071,-0.0051336846439971745
0.3177565377231601,-2.0872872513100087,-1.2015648285990104,-0.852339501929523,1.4855406611174615,-0.022584778607574886,-0.005285811001295832,-0.011366883460110406,0.0018695387269126729,-0.003780934212233822
0.8855258604104763,0.2995471991417385,1.0779843988668318,-2.5215423762725098,2.4065687986748854,-0.0017843966871666206,0.010271572744280652,0.016955915420651533,-0.003000912171390077,-0.012278029848270864
